title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Mars Attacks!,Mars Attacks!,75,tt0116996,false,106,70000000,101371017,4597,6.383,en,1996-12-12
Before Sunrise,Before Sunrise,76,tt0112471,false,101,2500000,5987386,3246,8,en,1995-01-27
Memento,Memento,77,tt0209144,false,113,9000000,39723096,12523,8.194,en,2000-10-11
Blade Runner,Blade Runner,78,tt0083658,false,118,28000000,41722424,11688,7.929,en,1982-06-25
Hero,英雄,79,tt0299977,false,99,31000000,177394432,1825,7.526,zh,2002-07-22
Before Sunset,Before Sunset,80,tt0381681,false,80,2700000,15992615,2708,7.818,en,2004-02-10
Nausicaä of the Valley of the Wind,風の谷のナウシカ,81,tt0087544,false,117,1000000,3301446,2792,7.93,ja,1984-03-11
Miami Vice,Miami Vice,82,tt0430357,false,132,135000000,163794509,1418,5.961,en,2006-07-27
Open Water,Open Water,83,tt0374102,false,79,130000,54667954,888,5.497,en,2004-08-06
Raiders of the Lost Ark,Raiders of the Lost Ark,85,tt0082971,false,115,18000000,389925971,10289,7.9,en,1981-06-12
The Elementary Particles,Elementarteilchen,86,tt0430051,false,105,6000000,0,105,6.1,de,2006-02-10
Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,87,tt0087469,false,118,28000000,333000000,7555,7.3,en,1984-05-23
Dirty Dancing,Dirty Dancing,88,tt0092890,false,100,6000000,214577242,5207,7.347,en,1987-08-21
Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,89,tt0097576,false,127,48000000,474171806,8312,7.828,en,1989-05-24
Beverly Hills Cop,Beverly Hills Cop,90,tt0086960,false,105,14000000,316360478,3279,7.193,en,1984-11-30
Land Without Bread,Las Hurdes,91,tt0023037,false,29,0,0,113,7.102,es,1933-12-01
Megacities,Megacities,92,tt0169024,false,94,0,0,15,7,en,1998-08-12
Anatomy of a Murder,Anatomy of a Murder,93,tt0052561,false,161,2000000,8000000,738,7.9,en,1959-07-01
Kunstgriff,Kunstgriff,94,tt0436488,false,6,0,0,2,8.5,de,2002-01-01
Armageddon,Armageddon,95,tt0120591,false,151,140000000,553799566,6743,6.821,en,1998-07-01
Beverly Hills Cop II,Beverly Hills Cop II,96,tt0092644,false,103,28000000,299965036,1927,6.46,en,1987-05-18
Tron,Tron,97,tt0084827,false,96,17000000,33000000,1808,6.709,en,1982-07-09
Gladiator,Gladiator,98,tt0172495,false,155,103000000,465361176,15466,8.199,en,2000-05-04
All About My Mother,Todo sobre mi madre,99,tt0185125,false,101,8272296,67872296,1504,7.673,es,1999-04-16
"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",100,tt0120735,false,105,1350000,28356188,5535,8.161,en,1998-08-28
