title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Blind Chance,Przypadek,127,tt0084549,false,123,0,0,138,7.562,pl,1987-01-10
Princess Mononoke,もののけ姫,128,tt0119698,false,134,26500000,159414369,6472,8.35,ja,1997-07-12
Spirited Away,千と千尋の神隠し,129,tt0245429,false,125,19000000,274925095,13236,8.54,ja,2001-07-20
Gimme Shelter,Gimme Shelter,132,tt0065780,false,92,0,252570,134,7.5,en,1970-12-13
Primary,Primary,133,tt0054205,false,60,0,0,25,6.5,en,1960-01-01
"O Brother, Where Art Thou?","O Brother, Where Art Thou?",134,tt0190590,false,107,26000000,71870729,3398,7.32,en,2000-08-30
Dont Look Back,Dont Look Back,135,tt0061589,false,96,0,0,116,7.5,en,1967-05-17
Freaks,Freaks,136,tt0022913,false,62,310607,0,919,7.8,en,1932-02-12
Groundhog Day,Groundhog Day,137,tt0107048,false,101,14600000,71074049,6490,7.591,en,1993-02-11
Dracula,Dracula,138,tt0021814,false,74,355000,700000,894,7.2,en,1931-02-12
Mifune,Mifunes sidste sang,139,tt0164756,false,98,0,0,50,6.8,da,1999-03-12
Bad Education,La mala educación,140,tt0275491,false,106,5000000,40266982,759,7.396,es,2004-03-19
Donnie Darko,Donnie Darko,141,tt0246578,false,114,6000000,7500000,10595,7.793,en,2001-10-24
Brokeback Mountain,Brokeback Mountain,142,tt0388795,false,134,14000000,178043761,5861,7.813,en,2005-09-10
All Quiet on the Western Front,All Quiet on the Western Front,143,tt0020629,false,133,1448864,3270000,553,7.778,en,1930-04-29
Wings of Desire,Der Himmel über Berlin,144,tt0093191,false,128,2500000,3210139,985,7.8,de,1987-05-17
Breaking the Waves,Breaking the Waves,145,tt0115751,false,159,0,3803298,757,7.494,da,1996-05-13
"Crouching Tiger, Hidden Dragon",卧虎藏龍,146,tt0190332,false,120,17000000,213525736,2611,7.4,zh,2000-07-06
The 400 Blows,Les Quatre Cents Coups,147,tt0053198,false,99,0,0,1701,8.089,fr,1959-06-03
The Secret Life of Words,The Secret Life of Words,148,tt0430576,false,112,5000000,0,166,6.991,en,2005-12-15
Akira,アキラ,149,tt0094625,false,124,10000000,553171,3202,7.957,ja,1988-07-16
48 Hrs.,48 Hrs.,150,tt0083511,false,96,12000000,78868508,1160,6.674,en,1982-12-07
Star Trek: The Motion Picture,Star Trek: The Motion Picture,152,tt0079945,false,132,35000000,139000000,1366,6.482,en,1979-12-07
Lost in Translation,Lost in Translation,153,tt0335266,false,102,4000000,119723856,6105,7.4,en,2003-09-18
Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,154,tt0084726,false,113,12000000,96800000,1538,7.474,en,1982-06-04
The Dark Knight,The Dark Knight,155,tt0468569,false,152,185000000,1004558444,28105,8.501,en,2008-07-14
Wilbur Wants to Kill Himself,Wilbur begår selvmord,156,tt0329767,false,111,0,0,69,6.5,da,2002-11-08
Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,157,tt0088170,false,105,18000000,87000000,1067,6.637,en,1984-06-01
Knockin\' on Heaven\'s Door,Knockin\' on Heaven\'s Door,158,tt0119472,false,87,0,0,388,7.652,de,1997-02-20
Maybe... Maybe Not,Der bewegte Mann,159,tt0109255,false,90,0,0,77,6.2,de,1994-10-05
The Arrival of a Train at La Ciotat,L\'arrivée d\'un train à La Ciotat,160,,false,1,0,0,372,7.136,fr,1897-06-01
Ocean\'s Eleven,Ocean\'s Eleven,161,tt0240772,false,116,85000000,450717150,9899,7.416,en,2001-12-07
Edward Scissorhands,Edward Scissorhands,162,tt0099487,false,105,20000000,53000000,11125,7.711,en,1990-12-05
Ocean\'s Twelve,Ocean\'s Twelve,163,tt0349903,false,125,110000000,362744280,6163,6.555,en,2004-12-09
Breakfast at Tiffany\'s,Breakfast at Tiffany\'s,164,tt0054698,false,114,2500000,9500000,3578,7.701,en,1961-10-06
Back to the Future Part II,Back to the Future Part II,165,tt0096874,false,108,40000000,332000000,10855,7.744,en,1989-11-22
The Party,La Boum,166,tt0082100,false,110,0,0,962,6.573,fr,1980-12-17
K-PAX,K-PAX,167,tt0272152,false,120,48000000,50315140,1931,7.192,en,2001-10-22
Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,168,tt0092007,false,119,24000000,133000000,1162,7.213,en,1986-11-26
Predator 2,Predator 2,169,tt0100403,false,108,35000000,57120318,2489,6.24,en,1990-11-20
28 Days Later,28 Days Later,170,tt0289043,false,113,5000000,85720385,5486,7.197,en,2002-10-31
The Party 2,La Boum 2,171,tt0083686,false,109,0,0,537,6.415,fr,1982-12-08
Star Trek V: The Final Frontier,Star Trek V: The Final Frontier,172,tt0098382,false,107,30000000,70200000,929,5.753,en,1989-06-09
"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea",173,tt0046672,false,127,5000000,28200000,657,7.081,en,1954-12-23
Star Trek VI: The Undiscovered Country,Star Trek VI: The Undiscovered Country,174,tt0102975,false,113,27000000,96900000,1001,7.023,en,1991-12-06
The Big Blue,Le Grand Bleu,175,tt0095250,false,168,14390509,0,1183,7.469,fr,1988-05-10
Saw,Saw,176,tt0387564,false,103,1200000,103911669,7565,7.388,en,2004-10-01
The Fisher King,The Fisher King,177,tt0101889,false,138,24000000,41895491,1062,7.29,en,1991-09-20
Blown Away,Blown Away,178,tt0109303,false,121,28000000,30156002,421,6.144,en,1994-07-01
The Interpreter,The Interpreter,179,tt0373926,false,128,80000000,162944923,1187,6.305,en,2005-04-08
Minority Report,Minority Report,180,tt0181689,false,145,102000000,358372926,7265,7.331,en,2002-06-20
The Good German,The Good German,182,tt0452624,false,108,32000000,5914908,247,5.779,en,2006-12-08
The Wizard,The Wizard,183,tt0098663,false,100,6000000,14278900,249,6.07,en,1989-12-15
Jackie Brown,Jackie Brown,184,tt0119396,false,154,12000000,39673162,5349,7.3,en,1997-04-10
A Clockwork Orange,A Clockwork Orange,185,tt0066921,false,137,2200000,26589000,10889,8.225,en,1971-12-19
Lucky Number Slevin,Lucky Number Slevin,186,tt0425210,false,110,27000000,56308881,3429,7.49,en,2006-02-24
Sin City,Sin City,187,tt0401792,false,124,40000000,158733820,6906,7.431,en,2005-04-01
Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,189,tt0458481,false,102,65000000,39407616,3261,6.356,en,2014-08-20
Das Dorf der Freundschaft,Das Dorf der Freundschaft,190,,false,52,0,0,2,9,de,2001-08-25
The State I Am In,Die innere Sicherheit,191,tt0248103,false,106,3000000,0,37,6.7,de,2001-02-01
The Name of the Rose,The Name of the Rose,192,tt0091605,false,130,18000000,77200000,2473,7.463,en,1986-09-24
Star Trek: Generations,Star Trek: Generations,193,tt0111280,false,118,38000000,120000000,1049,6.549,en,1994-11-18
Amélie,Le Fabuleux Destin d\'Amélie Poulain,194,tt0211915,false,122,10000000,173921954,9894,7.905,fr,2001-04-25
Trouble in Paradise,Trouble in Paradise,195,tt0023622,false,83,0,0,199,7.5,en,1932-10-30
Back to the Future Part III,Back to the Future Part III,196,tt0099088,false,119,40000000,244527583,8847,7.451,en,1990-05-25
Braveheart,Braveheart,197,tt0112573,false,178,72000000,213216216,8534,7.929,en,1995-03-14
To Be or Not to Be,To Be or Not to Be,198,tt0035446,false,99,1200000,1500000,513,7.91,en,1942-03-05
Star Trek: First Contact,Star Trek: First Contact,199,tt0117731,false,111,46000000,150000000,1428,7.297,en,1996-11-22
Star Trek: Insurrection,Star Trek: Insurrection,200,tt0120844,false,103,70000000,118000000,948,6.441,en,1998-12-11
