title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
Paths of Glory,Paths of Glory,975,tt0050825,false,88,935000,0,2252,8.303,en,1957-10-25
Sweet Smell of Success,Sweet Smell of Success,976,tt0051036,false,97,3400000,2500000,337,7.717,en,1957-07-04
Tabu,Tabu,977,tt0022458,false,86,0,0,114,7.3,en,1931-08-01
Seven Years in Tibet,Seven Years in Tibet,978,tt0120102,false,136,70000000,131457682,2310,7.159,en,1997-09-12
Irreversible,Irréversible,979,tt0290673,false,98,0,792200,2219,7.248,fr,2002-05-22
The Ox-Bow Incident,The Ox-Bow Incident,980,tt0036244,false,76,565000,0,277,7.8,en,1942-12-04
The Philadelphia Story,The Philadelphia Story,981,tt0032904,false,113,0,0,674,7.7,en,1940-12-05
The Manchurian Candidate,The Manchurian Candidate,982,tt0056218,false,126,2200000,7700000,528,7.625,en,1962-10-01
The Man Who Would Be King,The Man Who Would Be King,983,tt0073341,false,129,8000000,12678,472,7.5,en,1975-12-03
Dirty Harry,Dirty Harry,984,tt0066999,false,102,4000000,35976000,1901,7.5,en,1971-12-23
Eraserhead,Eraserhead,985,tt0074486,false,89,100000,7000000,1938,7.453,en,1977-09-28
Chimes at Midnight,Campanadas a medianoche,986,tt0059012,false,115,800000,0,153,7.248,en,1965-03-16
The Front Page,The Front Page,987,tt0071524,false,105,4000000,0,265,7.347,en,1974-11-01
The China Syndrome,The China Syndrome,988,tt0078966,false,122,5900000,51718367,347,7.167,en,1979-03-16
The Mortal Storm,The Mortal Storm,989,tt0032811,false,100,0,0,56,7.2,en,1940-06-20
The Hustler,The Hustler,990,tt0054997,false,134,2000000,7600000,747,7.756,en,1961-09-25
The Man Who Fell to Earth,The Man Who Fell to Earth,991,tt0074851,false,138,1500000,0,396,6.5,en,1976-03-18
Sherlock Jr.,Sherlock Jr.,992,tt0015324,false,45,0,0,692,8.156,en,1924-04-17
Sleuth,Sleuth,993,tt0069281,false,138,0,0,463,7.707,en,1972-12-10
Straw Dogs,Straw Dogs,994,tt0067800,false,116,2200000,3251794,723,7.146,en,1971-12-23
Stagecoach,Stagecoach,995,tt0031971,false,96,531374,1103757,858,7.722,en,1939-03-03
Double Indemnity,Double Indemnity,996,tt0036775,false,107,927262,2500000,1405,8.148,en,1944-06-14
