title,originaltitle,tmdbid,imdbid,isadult,runtime,budget,revenue,votecount,voteaverage,originallanguage,releasedate
The Assassination of Richard Nixon,The Assassination of Richard Nixon,842,tt0364961,false,95,0,3537961,238,6.496,en,2004-05-17
In the Mood for Love,花樣年華,843,tt0118694,false,99,150000,12854953,1949,8.104,cn,2000-09-29
2046,2046,844,tt0212712,false,128,12000000,19271312,663,7.213,zh,2004-09-29
Strangers on a Train,Strangers on a Train,845,tt0044079,false,101,1200000,7000000,1266,7.714,en,1951-06-27
The X Files,The X Files,846,tt0120902,false,121,66000000,189198313,1292,6.845,en,1998-06-19
Willow,Willow,847,tt0096446,false,126,35000000,57269863,1454,7.015,en,1988-05-20
Dragonslayer,Dragonslayer,848,tt0082288,false,108,18000000,14110013,209,6.476,en,1981-06-26
Krull,Krull,849,tt0085811,false,117,27000000,16519460,412,6.047,en,1983-07-29
A Christmas Story,A Christmas Story,850,tt0085334,false,93,3300000,20653717,981,7.323,en,1983-11-18
Brief Encounter,Brief Encounter,851,tt0037558,false,86,0,0,447,7.8,en,1945-11-24
It Happened in Broad Daylight,Es geschah am hellichten Tag,852,tt0051588,false,100,0,0,102,7.373,de,1958-06-09
Enemy at the Gates,Enemy at the Gates,853,tt0215750,false,131,68000000,96976270,2914,7.393,en,2001-03-14
The Mask,The Mask,854,tt0110475,false,101,23000000,351583407,8595,6.914,en,1994-07-29
Black Hawk Down,Black Hawk Down,855,tt0265086,false,145,92000000,172989651,4688,7.363,en,2001-12-28
Who Framed Roger Rabbit,Who Framed Roger Rabbit,856,tt0096438,false,104,70000000,329803958,4767,7.502,en,1988-06-21
Saving Private Ryan,Saving Private Ryan,857,tt0120815,false,169,70000000,481840909,13341,8.2,en,1998-07-24
Sleepless in Seattle,Sleepless in Seattle,858,tt0108160,false,105,21000000,227799884,1889,6.717,en,1993-06-24
Dangerous Liaisons,Dangerous Liaisons,859,tt0094947,false,119,14000000,34670720,915,7.279,en,1988-12-21
WarGames,WarGames,860,tt0086567,false,114,12000000,124600000,1438,7.084,en,1983-06-03
Total Recall,Total Recall,861,tt0100802,false,113,65000000,261317921,4750,7.271,en,1990-06-01
Toy Story,Toy Story,862,tt0114709,false,81,30000000,373554033,15743,8,en,1995-10-30
Toy Story 2,Toy Story 2,863,tt0120363,false,92,90000000,497366869,11869,7.6,en,1999-10-30
Cool Runnings,Cool Runnings,864,tt0106611,false,98,14000000,154856263,1648,6.997,en,1993-10-01
The Running Man,The Running Man,865,tt0093894,false,101,27000000,38122105,1838,6.513,en,1987-02-17
Finding Neverland,Finding Neverland,866,tt0308644,false,106,25000000,116766556,3164,7.32,en,2004-10-17
Sliver,Sliver,867,tt0108162,false,108,40000000,116300000,532,5.449,en,1993-05-21
Tsotsi,Tsotsi,868,tt0468565,false,94,3000000,9879971,258,6.897,af,2005-12-23
Planet of the Apes,Planet of the Apes,869,tt0133152,false,119,100000000,362211740,3358,5.718,en,2001-07-25
Dolls,ドールズ,870,tt0330229,false,114,0,0,238,7.607,ja,2002-09-05
Planet of the Apes,Planet of the Apes,871,tt0063442,false,112,5800000,32589624,2726,7.643,en,1968-02-07
Singin\' in the Rain,Singin\' in the Rain,872,tt0045152,false,103,2540800,7200000,2496,8.174,en,1952-04-09
The Color Purple,The Color Purple,873,tt0088939,false,154,15000000,146292000,1352,7.784,en,1985-12-18
A Man for All Seasons,A Man for All Seasons,874,tt0060665,false,120,3900000,28350000,327,7.352,en,1966-12-13
Shanghai Express,Shanghai Express,875,tt0023458,false,82,0,0,135,6.9,en,1932-02-12
Scarface,Scarface,877,tt0023427,false,93,0,600000,449,7.491,en,1932-04-09
The Punch Bowl,Die Feuerzangenbowle,878,tt0036818,false,97,0,0,115,7,de,1944-01-28
Hook,Hook,879,tt0102057,false,142,70000000,300855000,4522,6.835,en,1991-04-10
Antonia\'s Line,Antonia,880,tt0112379,false,102,900000,0,95,7.1,nl,1995-09-21
A Few Good Men,A Few Good Men,881,tt0104257,false,138,40000000,243240178,2825,7.503,en,1992-12-11
Flussfahrt mit Huhn,Flussfahrt mit Huhn,882,tt0087273,false,103,0,0,2,6.2,de,1984-11-16
Coffee and Cigarettes,Coffee and Cigarettes,883,tt0379217,false,96,0,7897645,720,7.021,en,2003-09-05
Crash,Crash,884,tt0115964,false,100,9000000,0,816,6.5,en,1996-07-17
The Docks of New York,The Docks of New York,885,tt0018839,false,76,0,0,74,7.2,en,1928-09-16
The Cincinnati Kid,The Cincinnati Kid,886,tt0059037,false,102,0,15260000,212,7.1,en,1965-10-15
The Best Years of Our Lives,The Best Years of Our Lives,887,tt0036868,false,171,2100000,23650000,477,7.8,en,1946-12-25
The Flintstones,The Flintstones,888,tt0109813,false,91,46000000,341631208,2043,5.3,en,1994-05-26
The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas,889,tt0158622,false,90,83000000,59468275,607,4.781,en,2000-04-28
Brother of Sleep,Schlafes Bruder,890,tt0114354,false,127,0,97848,25,6.5,de,1995-09-08
All the President\'s Men,All the President\'s Men,891,tt0074119,false,138,8500000,70600000,1430,7.7,en,1976-01-18
Delicatessen,Delicatessen,892,tt0101700,false,99,4000000,1794187,1121,7.335,fr,1991-04-17
Policewoman,Die Polizistin,893,tt0246859,false,97,0,0,6,6.5,de,2000-05-10
Willenbrock,Willenbrock,894,tt0396273,false,105,0,0,12,6.5,de,2005-03-17
Andrei Rublev,Андрей Рублёв,895,tt0060107,false,205,0,0,589,8.15,ru,1966-12-16
The World of Apu,অপুর সংসার,896,tt0052572,false,105,0,134241,171,8.161,bn,1959-05-01
Aparajito,অপরাজিত,897,tt0048956,false,110,0,170215,176,8,bn,1956-10-11
Birdman of Alcatraz,Birdman of Alcatraz,898,tt0055798,false,147,2650000,3100000,223,7.5,en,1962-07-04
Broken Blossoms,Broken Blossoms,899,tt0009968,false,89,0,2400000,174,7,en,1919-05-13
Bringing Up Baby,Bringing Up Baby,900,tt0029947,false,102,1073000,0,756,7.573,en,1938-02-18
